groupeD_INTERFACE_NAME,iF_NAME,nodename,rowVersion,errors,hasErrors,customProperties
GE-0/1/3;GE-0/1/6,AE10,GAMASAH-R01J-DK-EG,2024-07-17T15:10:50,,False,{}
GE-0/0/2;GE-0/1/2,AE1,SRQGBMN-R01J-DT-EG,2024-08-07T18:10:02,,False,{}
GE-0/0/4;GE-0/0/9,AE2,REQA-R01J-GIZ-EG,2024-12-04T20:07:36,,False,{}
XE-13/0/12;XE-4/1/16,AE20,KFRSHK-R40J-KFS-EG,2024-06-04T19:15:11,,False,{}
ET-1/0/0;ET-1/0/1;ET-1/0/2;ET-7/0/0,AE50,KFRSHK-R40J-KFS-EG,2024-06-04T19:15:11,,False,{}
XE-4/0/10;XE-4/0/11;XE-4/0/12;XE-4/0/13;XE-4/1/4;XE-4/1/5,AE3,KFRSHK-R40J-KFS-EG,2024-06-04T19:15:11,,False,{}
ET-1/1/6;ET-1/1/8;ET-7/1/2,AE14,KFRSHK-R40J-KFS-EG,2024-06-04T19:15:11,,False,{}
XE-4/0/6;XE-4/0/7;XE-4/0/8;XE-4/0/9;XE-4/1/2;XE-4/1/3,AE1,KFRSHK-R40J-KFS-EG,2024-06-04T19:15:11,,False,{}
ET-1/0/8;ET-1/0/9;ET-1/1/0;ET-1/1/2;ET-1/1/3;ET-7/0/1,AE52,KFRSHK-R40J-KFS-EG,2024-06-04T19:15:11,,False,{}
ET-1/1/7;ET-1/1/9;ET-7/1/3,AE15,KFRSHK-R40J-KFS-EG,2024-06-04T19:15:11,,False,{}
XE-4/0/14;XE-4/0/15;XE-4/0/16;XE-4/0/17;XE-4/1/6;XE-4/1/7,AE5,KFRSHK-R40J-KFS-EG,2024-06-04T19:15:11,,False,{}
XE-4/0/4;XE-4/0/5,AE30,KFRSHK-R40J-KFS-EG,2024-06-04T19:15:11,,False,{}
XE-4/0/2;XE-4/0/3,AE25,KFRSHK-R40J-KFS-EG,2024-06-04T19:15:11,,False,{}
XE-4/0/0;XE-4/0/1,AE35,KFRSHK-R40J-KFS-EG,2024-06-04T19:15:11,,False,{}
XE-4/0/18;XE-4/0/19;XE-4/1/0;XE-4/1/1;XE-4/1/8;XE-4/1/9,AE7,KFRSHK-R40J-KFS-EG,2024-06-04T19:15:11,,False,{}
GE-19/0/0;GE-19/0/1,AE9,KFRSHK-R40J-KFS-EG,2024-06-04T19:15:11,,False,{}
XE-6/1/9,AE102,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-10/1/9,AE51,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-6/0/10;XE-6/0/12;XE-6/0/14;XE-6/0/6;XE-6/0/8,AE4,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-6/1/7,AE28,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-0/0/15;XE-0/0/16,AE105,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
ET-2/0/1;ET-8/1/1,AE1,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
ET-1/1/1;ET-8/0/1,AE8,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
ET-1/0/1,AE7,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-10/1/8,AE52,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-0/0/11,AE50,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-6/0/11;XE-6/0/13;XE-6/0/15;XE-6/0/7;XE-6/0/9,AE5,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-6/1/3,AE43,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-10/0/2;XE-6/0/2,AE3,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-10/0/12,AE110,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-10/1/1;XE-10/1/5,AE108,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-6/1/6;XE-6/1/8,AE104,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-7/0/2;XE-7/0/3,AE101,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-10/0/16;XE-10/0/19,AE10,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-10/0/6,AE6,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-10/0/0;XE-10/0/1;XE-10/1/10;XE-10/1/11;XE-10/1/2;XE-10/1/3;XE-10/1/6;XE-10/1/7;XE-6/0/0;XE-6/0/1;XE-6/1/0;XE-6/1/2,AE25,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
ET-1/1/0,AE15,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-7/0/4;XE-7/0/5,AE111,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-7/0/0;XE-7/0/1,AE109,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-10/0/11;XE-10/0/7,AE100,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-7/0/6,AE103,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-10/0/13,AE106,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-7/0/7,AE107,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-6/0/3;XE-6/0/4,AE11,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-0/0/3;XE-0/0/4,AE20,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
ET-5/0/0;ET-5/1/0,AE26,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-6/1/5,AE27,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-6/1/1,AE60,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
XE-0/0/7;XE-0/0/9,AE9,AUTO-R43J-ALX-EG,2024-11-14T22:24:31,,False,{}
GE-0/0/2;GE-0/0/3,AE2,BATAMDH-R01J-KB-EG,2024-07-18T15:37:27,,False,{}
GE-0/0/6;GE-0/1/1,AE6,BATAMDH-R01J-KB-EG,2024-07-18T15:37:27,,False,{}
GE-0/0/4;GE-0/1/2;GE-0/1/6,AE4,BATAMDH-R01J-KB-EG,2024-07-18T15:37:27,,False,{}
GE-0/0/2;GE-0/2/5,AE10,BRKTSB-R01J-MNF-EG,2024-06-03T19:29:16,,False,{}
GE-0/3/0;GE-1/0/4,AE3,BRKTSB-R01J-MNF-EG,2024-06-03T19:29:16,,False,{}
GE-0/1/1;GE-1/0/2,AE1,BRKTSB-R01J-MNF-EG,2024-06-03T19:29:16,,False,{}
GE-0/1/3;GE-0/2/1;GE-0/3/9,AE4,BRKTSB-R01J-MNF-EG,2024-06-03T19:29:16,,False,{}
GE-0/3/1;GE-0/3/4;GE-0/3/5,AE12,BRKTSB-R01J-MNF-EG,2024-06-03T19:29:16,,False,{}
GE-0/2/0;GE-1/0/3,AE2,BRKTSB-R01J-MNF-EG,2024-06-03T19:29:16,,False,{}
GE-0/2/4;GE-1/1/9,AE5,BRKTSB-R01J-MNF-EG,2024-06-03T19:29:16,,False,{}
GE-0/1/5;GE-0/1/8;GE-0/3/3,AE6,BRKTSB-R01J-MNF-EG,2024-06-03T19:29:16,,False,{}
GE-0/0/0;GE-0/2/6;GE-0/3/6,AE8,BRKTSB-R01J-MNF-EG,2024-06-03T19:29:16,,False,{}
GE-0/0/1;GE-0/0/2;GE-1/2/6,AE0,SHZAYD2-R02J-GZ-EG,2024-10-07T21:09:22,,False,{}
GE-1/0/3;GE-1/1/0,AE1,SHZAYD2-R02J-GZ-EG,2024-10-07T21:09:22,,False,{}
XE-2/0/2;XE-2/0/3,AE5,SHZAYD2-R02J-GZ-EG,2024-10-07T21:09:22,,False,{}
GE-1/1/3;GE-1/1/7,AE16,SHZAYD2-R02J-GZ-EG,2024-10-07T21:09:22,,False,{}
GE-0/3/6;GE-1/1/5,AE3,SHZAYD2-R02J-GZ-EG,2024-10-07T21:09:22,,False,{}
XE-2/0/0;XE-2/0/1,AE12,SHZAYD2-R02J-GZ-EG,2024-10-07T21:09:22,,False,{}
GE-0/0/5;GE-0/0/6;GE-0/0/7;GE-0/0/8;GE-0/0/9,AE2,SHZAYD2-R02J-GZ-EG,2024-10-07T21:09:22,,False,{}
GE-0/0/3,AE1,SAADIN-R01J-SHR-EG,2024-10-27T22:39:30,,False,{}
GE-0/0/7;GE-0/1/1,AE4,SAADIN-R01J-SHR-EG,2024-10-27T22:39:30,,False,{}
GE-0/1/5;GE-0/1/6;GE-0/3/6,AE7,GMMALIA-R02J-DK-EG,2024-06-25T14:42:02,,False,{}
GE-1/0/4;GE-1/0/6;GE-1/0/7,AE4,GMMALIA-R02J-DK-EG,2024-06-25T14:42:02,,False,{}
XE-2/0/1;XE-2/0/3,AE6,GMMALIA-R02J-DK-EG,2024-06-25T14:42:02,,False,{}
XE-2/0/0;XE-2/0/2,AE5,GMMALIA-R02J-DK-EG,2024-06-25T14:42:02,,False,{}
GE-0/0/6;GE-1/0/5,AE3,GMMALIA-R02J-DK-EG,2024-06-25T14:42:02,,False,{}
GE-0/1/4;GE-0/2/3,AE9,GMMALIA-R02J-DK-EG,2024-06-25T14:42:02,,False,{}
GE-0/0/1;GE-0/0/6,AE3,KFRROCK-R01J-DK-EG,2024-07-31T18:13:56,,False,{}
GE-0/0/0;GE-0/0/5,AE2,KFRROCK-R01J-DK-EG,2024-07-31T18:13:56,,False,{}
GE-0/0/9;GE-0/1/7,AE5,KFRROCK-R01J-DK-EG,2024-07-31T18:13:56,,False,{}
GE-0/1/6;GE-0/2/3;GE-0/2/4;GE-0/2/5;GE-0/2/6,AE0,KFRDWAR-R02J-BH-EG,2024-07-31T18:13:39,,False,{}
GE-0/3/7;GE-0/3/8,AE1,KFRDWAR-R02J-BH-EG,2024-07-31T18:13:39,,False,{}
GE-0/2/2;GE-1/1/3;GE-1/1/4,AE9,KFRDWAR-R02J-BH-EG,2024-07-31T18:13:39,,False,{}
XE-2/0/0;XE-2/0/1;XE-2/0/2;XE-2/0/3,AE10,KFRDWAR-R02J-BH-EG,2024-07-31T18:13:39,,False,{}
GE-0/3/0;GE-1/0/0,AE7,KFRDWAR-R02J-BH-EG,2024-07-31T18:13:39,,False,{}
GE-0/3/1;GE-1/1/9,AE2,KFRDWAR-R02J-BH-EG,2024-07-31T18:13:39,,False,{}
GE-0/1/1;GE-0/1/7,AE2,NADER-R01J-MNF-EG,2024-07-31T18:12:30,,False,{}
GE-1/1/8;GE-1/1/9,AE7,NADER-R01J-MNF-EG,2024-07-31T18:12:30,,False,{}
GE-1/0/4;GE-1/0/5,AE4,NADER-R01J-MNF-EG,2024-07-31T18:12:30,,False,{}
GE-0/1/5;GE-0/1/6,AE3,NADER-R01J-MNF-EG,2024-07-31T18:12:30,,False,{}
GE-1/0/2;GE-1/0/3,AE5,NADER-R01J-MNF-EG,2024-07-31T18:12:30,,False,{}
GE-0/0/3;GE-0/1/8;GE-0/1/9;GE-1/0/1,AE6,NADER-R01J-MNF-EG,2024-07-31T18:12:30,,False,{}
GE-0/0/8;GE-0/0/9,AE1,ATLEDEM-R01J-MN-EG,2024-07-09T16:06:00,,False,{}
GE-1/1/1;GE-1/1/2,AE8,ATLEDEM-R01J-MN-EG,2024-07-09T16:06:00,,False,{}
GE-0/1/2;GE-0/1/4,AE0,ATLEDEM-R01J-MN-EG,2024-07-09T16:06:00,,False,{}
GE-0/0/2;GE-0/1/9,AE2,ATLEDEM-R01J-MN-EG,2024-07-09T16:06:00,,False,{}
GE-1/0/2;GE-1/0/3,AE9,ATLEDEM-R01J-MN-EG,2024-07-09T16:06:00,,False,{}
GE-1/0/6;GE-1/0/7;GE-1/0/9,AE14,DMIETA2-R04J-DT-EG,2024-07-02T15:02:25,,False,{}
GE-0/0/8;GE-0/1/2,AE3,DMIETA2-R04J-DT-EG,2024-07-02T15:02:25,,False,{}
GE-0/0/6;GE-0/0/7,AE2,DMIETA2-R04J-DT-EG,2024-07-02T15:02:25,,False,{}
GE-0/0/9;GE-0/1/3;GE-1/0/5,AE10,DMIETA2-R04J-DT-EG,2024-07-02T15:02:25,,False,{}
GE-1/1/0;GE-1/1/8,AE8,DMIETA2-R04J-DT-EG,2024-07-02T15:02:25,,False,{}
GE-0/1/1;GE-0/1/5,AE1,DMIETA2-R04J-DT-EG,2024-07-02T15:02:25,,False,{}
XE-2/0/0;XE-2/0/1,AE22,DMIETA2-R04J-DT-EG,2024-07-02T15:02:25,,False,{}
GE-0/1/6;GE-0/1/7,AE6,DMIETA2-R04J-DT-EG,2024-07-02T15:02:25,,False,{}
GE-0/0/1;GE-0/0/5,AE2,TAWILAH-R01J-DK-EG,2024-07-28T09:06:49,,False,{}
GE-0/0/4;GE-0/1/1;GE-0/1/9,AE1,TAWILAH-R01J-DK-EG,2024-07-28T09:06:49,,False,{}
GE-0/1/6;GE-0/1/7,AE1,GMSNAEA-R01J-DK-EG,2024-10-20T18:49:38,,False,{}
XE-2/0/2;XE-2/0/3,AE10,BADRCITY-R03J-C-EG,2024-05-31T20:07:15,,False,{}
GE-0/0/1,AE0,BTANON-R01J-MNF-EG,2024-07-31T18:14:05,,False,{}
GE-0/0/2;GE-1/1/7,AE2,BTANON-R01J-MNF-EG,2024-07-31T18:14:05,,False,{}
GE-1/0/7;GE-1/1/0,AE1,BTANON-R01J-MNF-EG,2024-07-31T18:14:05,,False,{}
GE-0/0/7;GE-1/1/8,AE4,BTANON-R01J-MNF-EG,2024-07-31T18:14:05,,False,{}
XE-2/0/0;XE-2/0/1,AE3,GIZA-R14J-GZ-EG,2024-07-13T14:46:23,,False,{}
XE-2/0/2;XE-2/0/3,AE5,GIZA-R14J-GZ-EG,2024-07-13T14:46:23,,False,{}
GE-0/1/4;GE-0/1/8,AE1,MNSHOM-R01J-SHR-EG,2024-11-20T23:16:31,,False,{}
GE-1/0/0;GE-1/0/1;GE-1/0/2,AE2,MNSHOM-R01J-SHR-EG,2024-11-20T23:16:31,,False,{}
GE-0/0/4;GE-0/1/1;GE-0/1/2;GE-0/1/3,AE0,MNSHOM-R01J-SHR-EG,2024-11-20T23:16:31,,False,{}
GE-0/0/5;GE-0/1/2,AE2,BORDIN-R01J-SHR-EG,2024-09-12T20:25:37,,False,{}
GE-0/1/6;GE-0/1/9,AE1,BORDIN-R01J-SHR-EG,2024-09-12T20:25:37,,False,{}
GE-0/0/4;GE-0/1/6,AE3,FSHKBR-R01J-MNF-EG,2024-07-31T18:13:07,,False,{}
GE-0/0/1;GE-0/1/0,AE1,FSHKBR-R01J-MNF-EG,2024-07-31T18:13:07,,False,{}
GE-0/0/3;GE-0/1/9,AE0,FSHKBR-R01J-MNF-EG,2024-07-31T18:13:07,,False,{}
GE-0/1/7;GE-0/1/8,AE42,SDGB_2-R11J-ALX-EG,2024-07-23T18:10:29,,False,{}
GE-0/0/4;GE-0/0/5,AE37,SDGB_2-R11J-ALX-EG,2024-07-23T18:10:29,,False,{}
XE-2/0/0;XE-2/0/1,AE30,SDGB_2-R11J-ALX-EG,2024-07-23T18:10:29,,False,{}
GE-0/1/1;GE-0/1/2,AE35,SDGB_2-R11J-ALX-EG,2024-07-23T18:10:29,,False,{}
GE-0/1/5;GE-0/1/6,AE40,SDGB_2-R11J-ALX-EG,2024-07-23T18:10:29,,False,{}
GE-0/0/9;GE-0/1/0,AE38,SDGB_2-R11J-ALX-EG,2024-07-23T18:10:29,,False,{}
GE-0/0/6;GE-0/0/7;GE-0/0/8,AE33,SDGB_2-R11J-ALX-EG,2024-07-23T18:10:29,,False,{}
XE-2/0/2;XE-2/0/3,AE31,SDGB_2-R11J-ALX-EG,2024-07-23T18:10:29,,False,{}
GE-0/1/3;GE-0/1/4,AE1,SDGB_2-R11J-ALX-EG,2024-07-23T18:10:29,,False,{}
GE-0/0/1;GE-1/1/0;GE-1/1/5,AE11,NAHDA-R02J-C-EG,2024-08-01T16:14:18,,False,{}
XE-2/0/0;XE-2/0/1,AE12,NAHDA-R02J-C-EG,2024-08-01T16:14:18,,False,{}
GE-0/2/9;GE-0/3/1,AE0,NAHDA-R02J-C-EG,2024-08-01T16:14:18,,False,{}
GE-0/0/0;GE-1/1/7,AE2,NAHDA-R02J-C-EG,2024-08-01T16:14:18,,False,{}
XE-2/0/2;XE-2/0/3,AE13,NAHDA-R02J-C-EG,2024-08-01T16:14:18,,False,{}
GE-0/0/2;GE-1/1/1;GE-1/1/4,AE9,NAHDA-R02J-C-EG,2024-08-01T16:14:18,,False,{}
GE-1/1/2;GE-1/1/3,AE7,NAHDA-R02J-C-EG,2024-08-01T16:14:18,,False,{}
XE-2/0/0;XE-2/0/1,AE51,QATTAMIA-R01J-C-EG,2024-06-28T13:56:41,,False,{}
XE-2/0/2;XE-2/0/3,AE50,QATTAMIA-R01J-C-EG,2024-06-28T13:56:41,,False,{}
GE-0/0/4;GE-0/0/5,AE10,QATTAMIA-R01J-C-EG,2024-06-28T13:56:41,,False,{}
XE-2/0/0;XE-2/0/1,AE1,FAWALA-R07J-C-EG,2024-12-06T20:03:03,,False,{}
GE-0/1/9;GE-1/0/0,AE8,FAWALA-R07J-C-EG,2024-12-06T20:03:03,,False,{}
GE-0/0/7;GE-0/2/2,AE1,BDRSHN-R01J-GZ-EG,2024-04-03T18:43:20,,False,{}
GE-0/0/0;GE-0/3/0,AE7,BDRSHN-R01J-GZ-EG,2024-04-03T18:43:20,,False,{}
GE-0/1/6;GE-0/2/4,AE3,BDRSHN-R01J-GZ-EG,2024-04-03T18:43:20,,False,{}
GE-1/1/1;GE-1/1/3,AE2,BDRSHN-R01J-GZ-EG,2024-04-03T18:43:20,,False,{}
GE-0/1/2;GE-0/3/5,AE10,BDRSHN-R01J-GZ-EG,2024-04-03T18:43:20,,False,{}
GE-0/1/9;GE-0/2/3,AE4,BDRSHN-R01J-GZ-EG,2024-04-03T18:43:20,,False,{}
GE-0/2/7;GE-1/1/5,AE5,BDRSHN-R01J-GZ-EG,2024-04-03T18:43:20,,False,{}
XE-2/0/0;XE-2/0/1,AE10,IBRHIM-R02J-SHR-EG,2024-07-17T15:10:57,,False,{}
GE-0/0/6,AE1,IBRHIM-R02J-SHR-EG,2024-07-17T15:10:57,,False,{}
GE-0/2/5;GE-0/3/1;GE-0/3/3,AE5,IBRHIM-R02J-SHR-EG,2024-07-17T15:10:57,,False,{}
GE-0/1/7;GE-0/2/9,AE3,IBRHIM-R02J-SHR-EG,2024-07-17T15:10:57,,False,{}
XE-2/0/2;XE-2/0/3,AE11,IBRHIM-R02J-SHR-EG,2024-07-17T15:10:57,,False,{}
XE-2/0/2;XE-2/0/3,AE60,ZARQAA-R01J-DT-EG,2024-06-03T19:29:30,,False,{}
XE-2/0/0;XE-2/0/1,AE70,ZARQAA-R01J-DT-EG,2024-06-03T19:29:30,,False,{}
GE-0/1/1;GE-0/1/7;GE-1/0/3,AE6,ZARQAA-R01J-DT-EG,2024-06-03T19:29:30,,False,{}
GE-0/1/5;GE-1/1/2,AE4,ZARQAA-R01J-DT-EG,2024-06-03T19:29:30,,False,{}
GE-0/0/0;GE-0/0/5,AE2,ZARQAA-R01J-DT-EG,2024-06-03T19:29:30,,False,{}
GE-0/1/4;GE-1/0/2,AE1,ZARQAA-R01J-DT-EG,2024-06-03T19:29:30,,False,{}
GE-0/0/6;GE-0/1/5,AE0,NASSER-R01J-BH-EG,2024-07-31T18:13:37,,False,{}
GE-1/0/3;GE-1/0/4,AE9,NASSER-R01J-BH-EG,2024-07-31T18:13:37,,False,{}
GE-0/1/6;GE-0/1/7,AE5,NASSER-R01J-BH-EG,2024-07-31T18:13:37,,False,{}
GE-1/1/3;GE-1/1/4,AE8,NASSER-R01J-BH-EG,2024-07-31T18:13:37,,False,{}
GE-0/1/3;GE-0/1/8;GE-1/1/3,AE3,SHAHA-R02J-DK-EG,2024-07-31T18:12:45,,False,{}
GE-0/1/5;GE-1/1/1,AE5,SHAHA-R02J-DK-EG,2024-07-31T18:12:45,,False,{}
GE-0/1/2;GE-0/1/6;GE-1/1/4,AE2,SHAHA-R02J-DK-EG,2024-07-31T18:12:45,,False,{}
GE-0/0/4;GE-1/1/5,AE4,SHAHA-R02J-DK-EG,2024-07-31T18:12:45,,False,{}
GE-0/1/1;GE-0/1/7;GE-1/1/2,AE1,SHAHA-R02J-DK-EG,2024-07-31T18:12:45,,False,{}
GE-0/0/4;GE-0/0/5,AE1,HWAWSH-R01J-SHG-EG,2024-08-04T16:25:24,,False,{}
GE-0/0/7;GE-0/0/8,AE0,WDABDY-R01J-ASN-EG,2024-10-31T22:33:39,,False,{}
GE-0/0/4;GE-0/0/9,AE9,WDABDY-R01J-ASN-EG,2024-10-31T22:33:39,,False,{}
GE-0/0/0;GE-1/1/3,AE4,BIEGAM-R06J-C-EG,2024-06-05T18:50:21,,False,{}
GE-1/1/8;GE-1/3/0,AE6,BIEGAM-R06J-C-EG,2024-06-05T18:50:21,,False,{}
XE-2/0/2;XE-2/0/3,AE10,BIEGAM-R06J-C-EG,2024-06-05T18:50:21,,False,{}
XE-2/0/0;XE-2/0/1,AE20,BIEGAM-R06J-C-EG,2024-06-05T18:50:21,,False,{}
GE-0/1/6;GE-1/1/7,AE1,BIEGAM-R06J-C-EG,2024-06-05T18:50:21,,False,{}
GE-0/0/6;GE-1/0/2,AE1,SNHOUT-R02J-SHR-EG,2024-10-07T21:10:03,,False,{}
GE-0/0/7;GE-0/1/1,AE0,SNHOUT-R02J-SHR-EG,2024-10-07T21:10:03,,False,{}
GE-0/1/4;GE-0/1/9,AE4,SNHOUT-R02J-SHR-EG,2024-10-07T21:10:03,,False,{}
GE-0/0/4;GE-0/1/3,AE2,SNHOUT-R02J-SHR-EG,2024-10-07T21:10:03,,False,{}
GE-0/0/8;GE-0/0/9,AE1,FASHN-R01J-BNS-EG,2024-08-21T13:24:44,,False,{}
GE-0/1/2;GE-0/2/6,AE3,FASHN-R01J-BNS-EG,2024-08-21T13:24:44,,False,{}
XE-2/0/2;XE-2/0/3,AE28,MAADI1_1-R05J-C-EG,2024-10-16T18:44:10,,False,{}
GE-0/0/7;GE-0/0/8,AE34,MAADI1_1-R05J-C-EG,2024-10-16T18:44:10,,False,{}
GE-1/1/5;GE-1/1/6,AE32,MAADI1_1-R05J-C-EG,2024-10-16T18:44:10,,False,{}
XE-2/0/0;XE-2/0/1,AE30,MAADI1_1-R05J-C-EG,2024-10-16T18:44:10,,False,{}
XE-2/0/1;XE-2/0/3,AE19,MQNTR-R01J-C-EG,2024-07-17T15:10:38,,False,{}
XE-1/1/0;XE-1/1/1,AE5,OPERA-R30J-C-EG,2024-08-18T12:45:26,,False,{}
XE-1/2/4;XE-1/2/5,AE7,OPERA-R30J-C-EG,2024-08-18T12:45:26,,False,{}
XE-1/0/4;XE-1/0/5,AE6,OPERA-R30J-C-EG,2024-08-18T12:45:26,,False,{}
XE-1/0/6;XE-1/0/7,AE4,OPERA-R30J-C-EG,2024-08-18T12:45:26,,False,{}
XE-1/1/2;XE-1/1/3,AE3,OPERA-R30J-C-EG,2024-08-18T12:45:26,,False,{}
GE-0/0/2;GE-1/1/1,AE0,ASULTAN-R02J-IS-EG,2024-07-31T18:12:08,,False,{}
GE-0/0/2;GE-0/0/3,AE1,BASHMOR-R01J-DK-EG,2024-10-10T20:54:54,,False,{}
GE-1/2/9,AE1,OBURCTY2-R02J-C-EG,2024-06-04T19:15:17,,False,{}
GE-1/2/4,AE3,OBURCTY2-R02J-C-EG,2024-06-04T19:15:17,,False,{}
GE-1/3/3;GE-1/3/4,AE40,OBURCTY2-R02J-C-EG,2024-06-04T19:15:17,,False,{}
GE-0/3/4;GE-0/3/5;GE-0/3/6,AE0,OBURCTY2-R02J-C-EG,2024-06-04T19:15:17,,False,{}
XE-2/0/0;XE-2/0/3,AE50,OBURCTY2-R02J-C-EG,2024-06-04T19:15:17,,False,{}
GE-0/0/2;GE-0/1/2,AE1,SNHRMD-R01J-KFS-EG,2024-10-07T21:08:51,,False,{}
GE-0/0/1;GE-1/0/2,AE3,SNHRMD-R01J-KFS-EG,2024-10-07T21:08:51,,False,{}
GE-0/1/4;GE-0/1/5;GE-0/1/6,AE14,TALKHA-R04J-DK-EG,2024-07-23T18:10:38,,False,{}
XE-2/0/2;XE-2/0/3,AE13,TALKHA-R04J-DK-EG,2024-07-23T18:10:38,,False,{}
XE-2/0/0;XE-2/0/1,AE12,TALKHA-R04J-DK-EG,2024-07-23T18:10:38,,False,{}
GE-0/1/7;GE-0/1/8,AE2,TALKHA-R04J-DK-EG,2024-07-23T18:10:38,,False,{}
GE-0/0/7;GE-0/1/0,AE1,TALKHA-R04J-DK-EG,2024-07-23T18:10:38,,False,{}
GE-0/0/4;GE-0/0/8;GE-1/1/3,AE5,TALKHA-R04J-DK-EG,2024-07-23T18:10:38,,False,{}
GE-0/1/2;GE-0/1/3,AE16,TALKHA-R04J-DK-EG,2024-07-23T18:10:38,,False,{}
GE-0/0/5;GE-0/0/9,AE3,TALKHA-R04J-DK-EG,2024-07-23T18:10:38,,False,{}
GE-1/0/2;GE-1/0/3,AE4,TALKHA-R04J-DK-EG,2024-07-23T18:10:38,,False,{}
GE-0/0/1;GE-0/0/2,AE0,ABOSHQF-R01J-BH-EG,2024-09-01T12:38:25,,False,{}
GE-0/0/9;GE-0/1/0,AE1,ABOSHQF-R01J-BH-EG,2024-09-01T12:38:25,,False,{}
GE-0/0/2;GE-0/0/6,AE1,QARDA-R01J-KFS-EG,2024-09-12T20:25:36,,False,{}
GE-0/0/3;GE-0/0/7,AE2,QARDA-R01J-KFS-EG,2024-09-12T20:25:36,,False,{}
GE-0/0/4;GE-0/0/5;GE-0/0/6;GE-0/1/4,AE0,HANOUN-R01J-GH-EG,2024-06-04T19:16:01,,False,{}
GE-0/0/7;GE-0/1/5,AE2,HANOUN-R01J-GH-EG,2024-06-04T19:16:01,,False,{}
GE-0/1/6;GE-0/1/7,AE1,HANOUN-R01J-GH-EG,2024-06-04T19:16:01,,False,{}
GE-0/1/0;GE-0/1/4,AE3,NOBTRIF-R01J-DK-EG,2024-10-07T21:09:42,,False,{}
GE-0/0/4;GE-0/1/3,AE2,NOBTRIF-R01J-DK-EG,2024-10-07T21:09:42,,False,{}
GE-0/0/2;GE-0/0/3,AE4,NOBTRIF-R01J-DK-EG,2024-10-07T21:09:42,,False,{}
XE-2/0/0;XE-2/0/1,AE51,ISMLIA-R09J-IS-EG,2024-07-14T15:00:31,,False,{}
GE-1/0/4;GE-1/0/5,AE59,ISMLIA-R09J-IS-EG,2024-07-14T15:00:31,,False,{}
GE-0/1/7;GE-1/0/2;GE-1/0/3,AE53,ISMLIA-R09J-IS-EG,2024-07-14T15:00:31,,False,{}
XE-2/0/2;XE-2/0/3,AE50,ISMLIA-R09J-IS-EG,2024-07-14T15:00:31,,False,{}
GE-1/1/3;GE-1/1/5,AE5,ISMLIA-R09J-IS-EG,2024-07-14T15:00:31,,False,{}
GE-1/0/7;GE-1/0/8;GE-1/1/4,AE4,ISMLIA-R09J-IS-EG,2024-07-14T15:00:31,,False,{}
GE-0/1/4;GE-0/1/6,AE3,ISMLIA-R09J-IS-EG,2024-07-14T15:00:31,,False,{}
GE-0/0/2;GE-0/0/3,AE57,ISMLIA-R09J-IS-EG,2024-07-14T15:00:31,,False,{}
GE-1/1/1;GE-1/1/2,AE2,ISMLIA-R09J-IS-EG,2024-07-14T15:00:31,,False,{}
