NODENAME,MANAGEMENT_SYSTEM,IP1,NODELOCATION,LOCAL_INTERFACE,locaL_ADDRESS,Role1,NEIGHBOR_HOSTNAME,NEIGHBOR_INTERFACE,neighboR_ADDRESS,NEIGHBORLOCATION,Role2,Direction
DMIETA2-R03J-DT-EG,JUNIPER_MPLS,10.45.12.155,DAMIETTA2...DT,AE21,10.29.45.150/30,EDGE,DMIETA2-R30J-DT-EG,AE21,10.29.45.149/30,DAMIETTA2...DT,BIG EDGE,Uplink
GRNBCH-R01J-MT-EG,JUNIPER_MPLS,10.45.3.61,GREENBEACH...MT,GE-0/1/2,10.39.30.241/30,EDGE,AUTO-R31J-ALX-EG,GE-0/0/5,10.39.30.242/30,AUTO...ALX,BIG EDGE,Uplink
GRNBCH-R01J-MT-EG,JUNIPER_MPLS,10.45.3.61,GREENBEACH...MT,GE-0/0/9,10.39.30.245/30,EDGE,AUTO-R31J-ALX-EG,GE-11/1/5,10.39.30.246/30,AUTO...ALX,BIG EDGE,Uplink
EZBTNHD-R01J-DT-EG,JUNIPER_MPLS,10.45.4.117,EZBETELNAHDA...DT,XE-2/0/0,10.39.28.158/30,EDGE,DMIETA-R41J-DT-EG,XE-4/1/10,10.39.28.157/30,DAMIETTA...DT,DISTRIBUTION & VAS ROUTERS,Uplink
EZBTNHD-R01J-DT-EG,JUNIPER_MPLS,10.45.4.117,EZBETELNAHDA...DT,XE-2/0/1,10.39.28.162/30,EDGE,DMIETA-R41J-DT-EG,XE-13/0/7,10.39.28.161/30,DAMIETTA...DT,DISTRIBUTION & VAS ROUTERS,Uplink
BERGAYA-R01J-MN-EG,JUNIPER_MPLS,10.45.12.223,BERGAYA...MN,XE-2/0/0,10.39.50.70/30,EDGE,MINYA-R40C-MN-EG,TE0/4/0/43,10.39.50.69/30,MINYA...MN,DISTRIBUTION & VAS ROUTERS,Uplink
HRAMIN-R03J-ALX-EG,JUNIPER_MPLS,10.45.0.122,HARAMIN...ALX,AE3,10.29.19.233/30,EDGE,HRAMIN-R31J-ALX-EG,AE3,10.29.19.234/30,HARAMIN...ALX,BIG EDGE,Uplink
HRAMIN-R03J-ALX-EG,JUNIPER_MPLS,10.45.0.122,HARAMIN...ALX,AE2,10.29.19.229/30,EDGE,HRAMIN-R30J-ALX-EG,AE2,10.29.19.230/30,HARAMIN...ALX,BIG EDGE,Uplink
MAX-R02J-ALX-EG,JUNIPER_MPLS,10.45.0.82,MAX...ALX,AE40,10.29.48.202/30,EDGE,MAX-R30J-ALX-EG,AE40,10.29.48.201/30,MAX...ALX,BIG EDGE,Uplink
MAX-R02J-ALX-EG,JUNIPER_MPLS,10.45.0.82,MAX...ALX,AE41,10.29.48.198/30,EDGE,MAX-R31J-ALX-EG,AE41,10.29.48.197/30,MAX...ALX,BIG EDGE,Uplink
KFRDWAR-R30J-BH-EG,JUNIPER_MPLS,10.45.19.117,KAFRELDAWAR...BH,ET-7/0/0,10.39.220.2/30,BIG EDGE,DMNHRE1-R41J-BH-EG,ET-7/0/9,10.39.220.1/30,DAMANHUREAST1...BH,DISTRIBUTION & VAS ROUTERS,Uplink
HLPLS-R05J-C-EG,JUNIPER_MPLS,10.45.1.6,HELIOPOLIS...C,AE17,10.29.20.21/30,EDGE,HLPLS-R30C-C-EG,BE17,10.29.20.22/30,HELIOPOLIS...C,BIG EDGE,Uplink
HLPLS-R05J-C-EG,JUNIPER_MPLS,10.45.1.6,HELIOPOLIS...C,AE19,10.29.20.17/30,EDGE,HLPLS-R31C-C-EG,BE19,10.29.20.18/30,HELIOPOLIS...C,BIG EDGE,Uplink
ETTSA-R01J-FYM-EG,JUNIPER_MPLS,10.45.1.254,ETTSA...FYM,XE-2/0/0,10.39.61.57/30,EDGE,FAYUM1-R31J-FYM-EG,XE-8/1/5,10.39.61.58/30,FAYYUM1...FYM,DISTRIBUTION & VAS ROUTERS,Uplink
ETTSA-R01J-FYM-EG,JUNIPER_MPLS,10.45.1.254,ETTSA...FYM,XE-2/0/1,10.39.67.109/30,EDGE,FAYUM1-R31J-FYM-EG,XE-9/0/15,10.39.67.110/30,FAYYUM1...FYM,DISTRIBUTION & VAS ROUTERS,Uplink
MNLARS-R01J-MNF-EG,JUNIPER_MPLS,10.45.2.104,MANYALAROUS...MNF,GE-0/0/3,10.39.39.106/30,EDGE,SHBIN1-R40J-MNF-EG,GE-18/1/5,10.39.39.105/30,SHEBINALKAWM1...MNF,DISTRIBUTION & VAS ROUTERS,Uplink
MNLARS-R01J-MNF-EG,JUNIPER_MPLS,10.45.2.104,MANYALAROUS...MNF,GE-0/0/4,10.39.39.110/30,EDGE,SHBIN1-R40J-MNF-EG,GE-18/1/6,10.39.39.109/30,SHEBINALKAWM1...MNF,DISTRIBUTION & VAS ROUTERS,Uplink
MNLARS-R01J-MNF-EG,JUNIPER_MPLS,10.45.2.104,MANYALAROUS...MNF,GE-0/0/2,10.39.67.193/30,EDGE,SHBIN1-R40J-MNF-EG,GE-19/3/5,10.39.67.194/30,SHEBINALKAWM1...MNF,DISTRIBUTION & VAS ROUTERS,Uplink
ROMANA-R01J-SIN-EG,JUNIPER_MPLS,10.45.9.8,ROMMANAH...SIN,GE-0/1/9,10.39.201.206/30,EDGE,SUEZ-R31C-SUZ-EG,GI0/7/0/21,10.39.201.205/30,SUEZ...SUZ,BIG EDGE,Uplink
ROMANA-R01J-SIN-EG,JUNIPER_MPLS,10.45.9.8,ROMMANAH...SIN,GE-0/0/3,10.39.207.94/30,EDGE,SUEZ-R31C-SUZ-EG,GI0/6/0/3,10.39.207.93/30,SUEZ...SUZ,BIG EDGE,Uplink
ROMANA-R01J-SIN-EG,JUNIPER_MPLS,10.45.9.8,ROMMANAH...SIN,GE-0/1/4,10.39.207.90/30,EDGE,SUEZ-R31C-SUZ-EG,GI0/7/0/18,10.39.207.89/30,SUEZ...SUZ,BIG EDGE,Uplink
TESVDC7-R04J-GZ-EG,JUNIPER_MPLS,10.45.6.246,TESMARTVILLAGEDATACENTERCTBUILDING7...GZ,XE-2/0/3,10.29.118.9/30,EDGE,TESVDC7-R30J-GZ-EG,XE-1/0/5,10.29.118.10/30,TESMARTVILLAGEDATACENTERCTBUILDING7...GZ,BIG EDGE,Uplink
TESVDC7-R04J-GZ-EG,JUNIPER_MPLS,10.45.6.246,TESMARTVILLAGEDATACENTERCTBUILDING7...GZ,XE-2/0/0,10.29.118.29/30,EDGE,TESVDC7-R31J-GZ-EG,XE-1/0/6,10.29.118.30/30,TESMARTVILLAGEDATACENTERCTBUILDING7...GZ,BIG EDGE,Uplink
KFRSHK-R08J-KFS-EG,JUNIPER_MPLS,10.45.19.205,KAFRELSHEIKH...KFS,AE20,10.29.22.210/30,EDGE,KFRSHK-R40J-KFS-EG,AE20,10.29.22.209/30,KAFRELSHEIKH...KFS,DISTRIBUTION & VAS ROUTERS,Uplink
FAZARA-R01J-AST-EG,JUNIPER_MPLS,10.45.4.40,FAZARAH...AST,XE-2/0/0,10.39.68.137/30,EDGE,ASYUTW-R41J-AST-EG,XE-13/1/8,10.39.68.138/30,ASYUTWEST...AST,DISTRIBUTION & VAS ROUTERS,Uplink
SHERBIN-R04J-DK-EG,JUNIPER_MPLS,10.45.19.92,SHERBIN...DK,AE50,10.29.43.101/30,EDGE,SHERBIN-R30C-DK-EG,BE50,10.29.43.102/30,SHERBIN...DK,BIG EDGE,Uplink
SRQBHGR-R01J-KN-EG,JUNIPER_MPLS,10.45.21.155,SHARQIBAHGOURAH...KN,GE-0/0/3,10.39.227.178/30,EDGE,QNAWEST-R30J-KN-EG,GE-0/3/9,10.39.227.177/30,QENAWEST...KN,BIG EDGE,Uplink
SRQBHGR-R01J-KN-EG,JUNIPER_MPLS,10.45.21.155,SHARQIBAHGOURAH...KN,GE-0/1/6,10.39.68.105/30,EDGE,QNAWEST-R30J-KN-EG,GE-0/1/0,10.39.68.106/30,QENAWEST...KN,BIG EDGE,Uplink
SRQBHGR-R01J-KN-EG,JUNIPER_MPLS,10.45.21.155,SHARQIBAHGOURAH...KN,GE-0/0/1,10.39.55.21/30,EDGE,QNAWEST-R30J-KN-EG,GE-0/1/3,10.39.55.22/30,QENAWEST...KN,BIG EDGE,Uplink
SRQBHGR-R01J-KN-EG,JUNIPER_MPLS,10.45.21.155,SHARQIBAHGOURAH...KN,GE-0/0/0,10.39.55.17/30,EDGE,QNAWEST-R30J-KN-EG,GE-0/0/7,10.39.55.18/30,QENAWEST...KN,BIG EDGE,Uplink
ESHNWAY-R01J-GH-EG,JUNIPER_MPLS,10.45.0.159,ESHNAWAY...GH,XE-2/0/0,10.39.61.45/30,EDGE,TANTA1-R30C-GH-EG,TE0/4/0/15,10.39.61.46/30,TANTA1...GH,DISTRIBUTION & VAS ROUTERS,Uplink
MTWSTA-R01J-MNF-EG,JUNIPER_MPLS,10.45.4.41,MEETELWASTTA...MNF,XE-2/0/0,10.39.63.229/30,EDGE,SHBIN1-R40J-MNF-EG,XE-15/0/9,10.39.63.230/30,SHEBINALKAWM1...MNF,DISTRIBUTION & VAS ROUTERS,Uplink
EZIAH-R01J-AST-EG,JUNIPER_MPLS,10.45.9.142,EZIAH...AST,GE-0/0/0,10.39.28.182/30,EDGE,ASYUTW-R40J-AST-EG,GE-19/1/4,10.39.28.181/30,ASYUTWEST...AST,DISTRIBUTION & VAS ROUTERS,Uplink
EZIAH-R01J-AST-EG,JUNIPER_MPLS,10.45.9.142,EZIAH...AST,GE-0/1/8,10.39.28.178/30,EDGE,ASYUTW-R40J-AST-EG,GE-18/3/4,10.39.28.177/30,ASYUTWEST...AST,DISTRIBUTION & VAS ROUTERS,Uplink
EZIAH-R01J-AST-EG,JUNIPER_MPLS,10.45.9.142,EZIAH...AST,GE-0/0/2,10.39.234.54/30,EDGE,ASYUTW-R40J-AST-EG,GE-9/0/5,10.39.234.53/30,ASYUTWEST...AST,DISTRIBUTION & VAS ROUTERS,Uplink
EZIAH-R01J-AST-EG,JUNIPER_MPLS,10.45.9.142,EZIAH...AST,GE-0/1/6,10.39.200.34/30,EDGE,ASYUTW-R40J-AST-EG,GE-9/0/4,10.39.200.33/30,ASYUTWEST...AST,DISTRIBUTION & VAS ROUTERS,Uplink
GLEEM-R04J-ALX-EG,JUNIPER_MPLS,10.45.12.250,GLEEM...ALX,AE14,10.29.51.97/30,EDGE,GLEEM-R08H-ALX-EG,ETH-TRUNK14,10.29.51.98/30,GLEEM...ALX,BIG EDGE,Uplink
KFRDWAR-R03J-BH-EG,JUNIPER_MPLS,10.45.12.104,KAFRELDAWAR...BH,AE12,10.29.22.186/30,EDGE,KFRDWAR-R30J-BH-EG,AE12,10.29.22.185/30,KAFRELDAWAR...BH,BIG EDGE,Uplink
MNWHLH-R01J-MNF-EG,JUNIPER_MPLS,10.45.1.194,MENAWAHALAH...MNF,XE-2/0/0,10.39.61.241/30,EDGE,SHBIN1-R40J-MNF-EG,XE-13/1/6,10.39.61.242/30,SHEBINALKAWM1...MNF,DISTRIBUTION & VAS ROUTERS,Uplink
MTEZZ-R01J-SHR-EG,JUNIPER_MPLS,10.45.15.114,MEETELEZZ...SHR,XE-2/0/0,10.39.241.118/30,EDGE,ZGZIGE-R41C-SHR-EG,TE0/4/0/15,10.39.241.117/30,ZAGAZIGEAST...SHR,,Uplink
ZOHOUR-R03J-PTS-EG,JUNIPER_MPLS,10.45.12.224,ZOHOUR...PTS,AE11,10.29.54.242/30,EDGE,ZOHOUR-R30C-PTS-EG,BE11,10.29.54.241/30,ZOHOUR...PTS,BIG EDGE,Uplink
KELNGAR-R01J-GH-EG,JUNIPER_MPLS,10.45.4.97,KOMELNAGAR...GH,XE-2/0/0,10.39.36.66/30,EDGE,TANTA2-R33C-GH-EG,TE0/13/0/31,10.39.36.65/30,TANTA2...GH,DISTRIBUTION & VAS ROUTERS,Uplink
SHRKWA41-R01J-KFS-EG,JUNIPER_MPLS,10.45.6.194,SHARAKWA41...KFS,GE-0/0/1,10.39.38.242/30,EDGE,KFRSHK-R40J-KFS-EG,GE-19/0/8,10.39.38.241/30,KAFRELSHEIKH...KFS,DISTRIBUTION & VAS ROUTERS,Uplink
SHRKWA41-R01J-KFS-EG,JUNIPER_MPLS,10.45.6.194,SHARAKWA41...KFS,GE-0/0/0,10.39.227.26/30,EDGE,KFRSHK-R40J-KFS-EG,GE-9/0/7,10.39.227.25/30,KAFRELSHEIKH...KFS,DISTRIBUTION & VAS ROUTERS,Uplink
CITYCNTR-R06J-C-EG,JUNIPER_MPLS,10.45.12.89,CITYCENTER...C,AE6,10.29.45.14/30,EDGE,CITYCNTR-R30C-C-EG,BE6,10.29.45.13/30,CITYCENTER...C,BIG EDGE,Uplink
MATRIA-R02J-C-EG,JUNIPER_MPLS,10.45.10.97,MATTARIAH...C,AE40,10.29.48.150/30,EDGE,MATRIA-R30J-C-EG,AE40,10.29.48.149/30,MATTARIAH...C,BIG EDGE,Uplink
MATRIA-R02J-C-EG,JUNIPER_MPLS,10.45.10.97,MATTARIAH...C,AE41,10.29.48.146/30,EDGE,MATRIA-R31J-C-EG,AE41,10.29.48.145/30,MATTARIAH...C,BIG EDGE,Uplink
DMNHRW2-R02J-BH-EG,JUNIPER_MPLS,10.45.0.167,DAMANHURWEST2...BH,AE2,10.29.45.82/30,EDGE,DMNHRW2-R30J-BH-EG,AE2,10.29.45.81/30,DAMANHURWEST2...BH,BIG EDGE,Uplink
FAWALA-R06J-C-EG,JUNIPER_MPLS,10.45.19.12,FAWALA...C,AE10,10.29.16.93/30,EDGE,FAWALA-R30J-C-EG,AE10,10.29.16.94/30,FAWALA...C,BIG EDGE,Uplink
MSAHBR-R01J-SHR-EG,JUNIPER_MPLS,10.45.3.29,MANSHAATSAHBARAH...SHR,XE-2/0/0,10.39.62.173/30,EDGE,ZGZIGW-R40C-SHR-EG,TE0/6/0/30,10.39.62.174/30,ZAGAZIGWEST...SHR,DISTRIBUTION & VAS ROUTERS,Uplink
ZOHOUR-R06J-PTS-EG,JUNIPER_MPLS,10.45.19.245,ZOHOUR...PTS,AE13,10.29.54.250/30,EDGE,ZOHOUR-R30C-PTS-EG,BE13,10.29.54.249/30,ZOHOUR...PTS,BIG EDGE,Uplink
DEMOH-R01J-FYM-EG,JUNIPER_MPLS,10.45.2.14,DEMOH...FYM,XE-2/0/0,10.39.213.34/30,EDGE,FAYUM1-R31J-FYM-EG,XE-8/0/5,10.39.213.33/30,FAYYUM1...FYM,DISTRIBUTION & VAS ROUTERS,Uplink
MINYA-R06J-MN-EG,JUNIPER_MPLS,10.45.12.117,MINYA...MN,AE50,10.29.33.37/30,EDGE,MINYA-R40C-MN-EG,BE50,10.29.33.38/30,MINYA...MN,DISTRIBUTION & VAS ROUTERS,Uplink
MINYA-R06J-MN-EG,JUNIPER_MPLS,10.45.12.117,MINYA...MN,AE51,10.29.33.41/30,EDGE,MINYA-R41C-MN-EG,BE51,10.29.33.42/30,MINYA...MN,DISTRIBUTION & VAS ROUTERS,Uplink
ANEEBS-R01J-SHG-EG,JUNIPER_MPLS,10.45.15.130,ANEEBS...SHG,GE-0/1/0,10.39.19.101/30,EDGE,SHGWST-R41J-SHG-EG,XE-18/0/14,10.39.19.102/30,SOHAGWEST...SHG,DISTRIBUTION & VAS ROUTERS,Uplink
ANEEBS-R01J-SHG-EG,JUNIPER_MPLS,10.45.15.130,ANEEBS...SHG,GE-0/0/0,10.39.19.105/30,EDGE,SHGWST-R41J-SHG-EG,XE-18/0/17,10.39.19.106/30,SOHAGWEST...SHG,DISTRIBUTION & VAS ROUTERS,Uplink
ANEEBS-R01J-SHG-EG,JUNIPER_MPLS,10.45.15.130,ANEEBS...SHG,GE-0/0/2,10.39.234.90/30,EDGE,SHGWST-R41J-SHG-EG,GE-9/0/7,10.39.234.89/30,SOHAGWEST...SHG,DISTRIBUTION & VAS ROUTERS,Uplink
KFRHAKIM-R01J-C-EG,JUNIPER_MPLS,10.45.6.91,KAFRHAKIM...C,XE-2/0/1,10.39.18.246/30,EDGE,GIZA-R40J-GZ-EG,XE-15/1/14,10.39.18.245/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,Uplink
AKHMIM-R01J-SHG-EG,JUNIPER_MPLS,10.45.1.89,AKHMIM...SHG,XE-2/0/0,10.39.53.10/30,EDGE,AKHMIM-R30C-SHG-EG,TE0/0/0/21,10.39.53.9/30,AKHMIM...SHG,,Uplink
DARGIL-R01J-MNF-EG,JUNIPER_MPLS,10.45.4.17,DARAGIL...MNF,XE-2/0/0,10.39.69.53/30,EDGE,SHBIN1-R40J-MNF-EG,XE-15/1/11,10.39.69.54/30,SHEBINALKAWM1...MNF,DISTRIBUTION & VAS ROUTERS,Uplink
MAZGHNA-R01J-GZ-EG,JUNIPER_MPLS,10.45.9.91,MAZGHONAH...GZ,XE-2/0/0,10.39.62.137/30,EDGE,MAADI2-R40C-C-EG,TE0/10/0/23,10.39.62.138/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,Uplink
6OCT1-R04J-GZ-EG,JUNIPER_MPLS,10.45.9.55,6OCTOBER1...GZ,AE8,10.39.47.106/30,EDGE,6OCT1-R40C-GZ-EG,BE4,10.39.47.105/30,6OCTOBER1...GZ,,Uplink
6OCT1-R04J-GZ-EG,JUNIPER_MPLS,10.45.9.55,6OCTOBER1...GZ,AE7,10.39.47.102/30,EDGE,6OCT1-R41C-GZ-EG,BE4,10.39.47.101/30,6OCTOBER1...GZ,,Uplink
KOBBA-R08J-C-EG,JUNIPER_MPLS,10.45.15.171,KOBBA...C,XE-2/0/0,10.29.24.1/30,EDGE,KOBBA-R31C-C-EG,TE0/2/0/0,10.29.24.2/30,KOBBA...C,BIG EDGE,Uplink
KOBBA-R08J-C-EG,JUNIPER_MPLS,10.45.15.171,KOBBA...C,XE-2/0/1,10.29.23.253/30,EDGE,KOBBA-R30C-C-EG,TE0/2/0/18,10.29.23.254/30,KOBBA...C,BITSTREAM ROUTERS,Uplink
SLHQDM-R01J-SHR-EG,JUNIPER_MPLS,10.45.6.8,SALHIAHELQADIMA...SHR,XE-2/0/0,10.39.200.70/30,EDGE,ZGZIGW-R41C-SHR-EG,TE0/6/0/18,10.39.200.69/30,ZAGAZIGWEST...SHR,DISTRIBUTION & VAS ROUTERS,Uplink
RODA-R01J-FYM-EG,JUNIPER_MPLS,10.45.9.96,RODA...FYM,GE-0/0/9,10.39.76.17/30,EDGE,FAYUM1-R32J-FYM-EG,GE-0/1/2,10.39.76.18/30,FAYYUM1...FYM,DISTRIBUTION & VAS ROUTERS,Uplink
RODA-R01J-FYM-EG,JUNIPER_MPLS,10.45.9.96,RODA...FYM,GE-0/0/5,10.39.46.226/30,EDGE,FAYUM1-R32J-FYM-EG,GE-0/3/8,10.39.46.225/30,FAYYUM1...FYM,DISTRIBUTION & VAS ROUTERS,Uplink
RODA-R01J-FYM-EG,JUNIPER_MPLS,10.45.9.96,RODA...FYM,GE-0/1/2,10.39.46.230/30,EDGE,FAYUM1-R32J-FYM-EG,GE-11/2/2,10.39.46.229/30,FAYYUM1...FYM,DISTRIBUTION & VAS ROUTERS,Uplink
RODA-R01J-FYM-EG,JUNIPER_MPLS,10.45.9.96,RODA...FYM,GE-0/0/0,10.39.46.222/30,EDGE,FAYUM1-R32J-FYM-EG,GE-0/1/5,10.39.46.221/30,FAYYUM1...FYM,DISTRIBUTION & VAS ROUTERS,Uplink
GPX2-R02J-C-EG,JUNIPER_MPLS,10.45.4.131,GLOBALPEERINGEXCHANGE2...C,XE-2/0/0,10.39.36.249/30,EDGE,TGMOKHMS-R30C-C-EG,TE0/0/0/23,10.39.36.250/30,TAGAMOAELKHAMES...C,BIG EDGE,Uplink
DMIETGD-R05J-DT-EG,JUNIPER_MPLS,10.45.21.5,DAMIETTAGEDIDA...DT,AE13,10.29.45.158/30,EDGE,DMIETGD-R30C-DT-EG,BE13,10.29.45.157/30,DAMIETTAGEDIDA...DT,BIG EDGE,Uplink
ABEES2-R01J-ALX-EG,JUNIPER_MPLS,10.45.4.50,ABEES2...ALX,XE-2/0/0,10.39.17.58/30,EDGE,AUTO-R47J-ALX-EG,XE-11/1/7,10.39.17.57/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,Uplink
MAGAGA-R02J-MN-EG,JUNIPER_MPLS,10.45.0.218,MAGHAGHA...MN,AE2,10.29.28.37/30,EDGE,MAGAGA-R30J-MN-EG,AE2,10.29.28.38/30,MAGHAGHA...MN,BIG EDGE,Uplink
MAGAGA-R02J-MN-EG,JUNIPER_MPLS,10.45.0.218,MAGHAGHA...MN,XE-2/0/1,10.29.46.26/30,EDGE,MAGAGA-R30J-MN-EG,XE-7/0/2,10.29.46.25/30,MAGHAGHA...MN,BIG EDGE,Uplink
MEETALI-R01J-DK-EG,JUNIPER_MPLS,10.45.1.236,MEETALI...DK,XE-2/0/0,10.39.62.153/30,EDGE,MNSRWST-R41J-DK-EG,XE-13/1/17,10.39.62.154/30,MANSURAHWEST...DK,DISTRIBUTION & VAS ROUTERS,Uplink
MEETALI-R01J-DK-EG,JUNIPER_MPLS,10.45.1.236,MEETALI...DK,XE-2/0/1,10.39.233.78/30,EDGE,MNSRWST-R41J-DK-EG,XE-15/0/16,10.39.233.77/30,MANSURAHWEST...DK,DISTRIBUTION & VAS ROUTERS,Uplink
NBSDBZR-R01J-BH-EG,JUNIPER_MPLS,10.45.15.38,NOBASIEDELBOZOUR...BH,GE-0/0/3,10.39.229.65/30,EDGE,DMNHRE1-R32J-BH-EG,GE-9/3/6,10.39.229.66/30,DAMANHUREAST1...BH,BIG EDGE,Uplink
NBSDBZR-R01J-BH-EG,JUNIPER_MPLS,10.45.15.38,NOBASIEDELBOZOUR...BH,GE-0/0/0,10.39.42.98/30,EDGE,DMNHRE1-R32J-BH-EG,GE-11/3/6,10.39.42.97/30,DAMANHUREAST1...BH,BIG EDGE,Uplink
NBSDBZR-R01J-BH-EG,JUNIPER_MPLS,10.45.15.38,NOBASIEDELBOZOUR...BH,GE-0/0/2,10.39.42.102/30,EDGE,DMNHRE1-R32J-BH-EG,GE-10/3/6,10.39.42.101/30,DAMANHUREAST1...BH,BIG EDGE,Uplink
FAYSAL-R02J-ALX-EG,JUNIPER_MPLS,10.45.15.5,FAYSAL...ALX,AE0,10.29.16.109/30,EDGE,FAYSAL-R30J-ALX-EG,AE0,10.29.16.110/30,FAYSAL...ALX,BIG EDGE,Uplink
FAYSAL-R02J-ALX-EG,JUNIPER_MPLS,10.45.15.5,FAYSAL...ALX,AE1,10.29.16.117/30,EDGE,FAYSAL-R31J-ALX-EG,AE1,10.29.16.118/30,FAYSAL...ALX,BIG EDGE,Uplink
MTBSHR-R01J-SHR-EG,JUNIPER_MPLS,10.45.12.125,MEETBASHAR...SHR,XE-2/0/0,10.39.245.242/30,EDGE,ZGZIGE-R41C-SHR-EG,TE0/4/0/16,10.39.245.241/30,ZAGAZIGEAST...SHR,,Uplink
ETAYBRD-R03J-BH-EG,JUNIPER_MPLS,10.45.15.164,ETAYELBAROUD...BH,AE3,10.29.46.122/30,EDGE,ETAYBRD-R30C-BH-EG,BE3,10.29.46.121/30,ETAYELBAROUD...BH,BIG EDGE,Uplink
SHBRKHM3-R01J-C-EG,JUNIPER_MPLS,10.45.2.76,SHUBRAELKHEIMA3...C,AE50,10.29.43.221/30,EDGE,SHBRKHM3-R30C-C-EG,BE50,10.29.43.222/30,SHUBRAELKHEIMA3...C,BIG EDGE,Uplink
AUTO-R41J-ALX-EG,JUNIPER_MPLS,10.45.10.93,AUTO...ALX,ET-14/0/6,10.29.7.194/30,IGW ROUTERS,AUTO-R40J-ALX-EG,ET-16/0/2,10.29.7.193/30,AUTO...ALX,IGW ROUTERS,Uplink
QAROON-R01J-FYM-EG,JUNIPER_MPLS,10.45.12.181,QAROON...FYM,GE-0/0/0,10.39.44.97/30,EDGE,FAYUM1-R32J-FYM-EG,GE-11/3/0,10.39.44.98/30,FAYYUM1...FYM,DISTRIBUTION & VAS ROUTERS,Uplink
QAROON-R01J-FYM-EG,JUNIPER_MPLS,10.45.12.181,QAROON...FYM,GE-0/0/1,10.39.44.93/30,EDGE,FAYUM1-R32J-FYM-EG,GE-0/3/0,10.39.44.94/30,FAYYUM1...FYM,DISTRIBUTION & VAS ROUTERS,Uplink
QAROON-R01J-FYM-EG,JUNIPER_MPLS,10.45.12.181,QAROON...FYM,GE-0/0/2,10.39.70.225/30,EDGE,FAYUM1-R32J-FYM-EG,GE-11/1/0,10.39.70.226/30,FAYYUM1...FYM,DISTRIBUTION & VAS ROUTERS,Uplink
SHRTN-R03J-C-EG,JUNIPER_MPLS,10.45.19.107,SHERATON...C,XE-2/0/0,10.29.43.50/30,EDGE,SHRTN-R31H-C-EG,GE0/1/4,10.29.43.49/30,SHERATON...C,,Uplink
SHRTN-R03J-C-EG,JUNIPER_MPLS,10.45.19.107,SHERATON...C,XE-2/0/1,10.39.109.110/30,EDGE,SHRTN-R31H-C-EG,GE0/1/5,10.39.109.109/30,SHERATON...C,,Uplink
MEATMDI-R01J-GH-EG,JUNIPER_MPLS,10.45.9.47,MEATEMADIAH...GH,XE-2/0/0,10.39.62.149/30,EDGE,TANTA2-R33C-GH-EG,TE0/4/0/46,10.39.62.150/30,TANTA2...GH,DISTRIBUTION & VAS ROUTERS,Uplink
ZGZIGW-R07J-SHR-EG,JUNIPER_MPLS,10.45.0.166,ZAGAZIGWEST...SHR,AE20,10.29.10.125/30,EDGE,ZGZIGW-R40C-SHR-EG,BE20,10.29.10.126/30,ZAGAZIGWEST...SHR,DISTRIBUTION & VAS ROUTERS,Uplink
BTALLM-R01J-SHG-EG,JUNIPER_MPLS,10.45.2.135,BEITALLAM...SHG,XE-2/0/0,10.39.59.222/30,EDGE,SHGWST-R40J-SHG-EG,XE-6/0/13,10.39.59.221/30,SOHAGWEST...SHG,DISTRIBUTION & VAS ROUTERS,Uplink
MAX-R03J-ALX-EG,JUNIPER_MPLS,10.45.12.141,MAX...ALX,AE42,10.29.48.210/30,EDGE,MAX-R30J-ALX-EG,AE42,10.29.48.209/30,MAX...ALX,BIG EDGE,Uplink
SMRTVLG-R30J-GZ-EG,JUNIPER_MPLS,10.45.19.120,SMARTVILLAGE...GZ,XE-1/1/3,10.39.232.154/30,BIG EDGE,GIZA-R40J-GZ-EG,XE-13/1/19,10.39.232.153/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,Uplink
SMRTVLG-R30J-GZ-EG,JUNIPER_MPLS,10.45.19.120,SMARTVILLAGE...GZ,XE-1/0/0,10.39.6.69/30,BIG EDGE,GIZA-R40J-GZ-EG,XE-4/0/15,10.39.6.70/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,Uplink
SMRTVLG-R30J-GZ-EG,JUNIPER_MPLS,10.45.19.120,SMARTVILLAGE...GZ,XE-1/1/2,10.39.6.77/30,BIG EDGE,GIZA-R40J-GZ-EG,XE-13/0/8,10.39.6.78/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,Uplink
SMRTVLG-R30J-GZ-EG,JUNIPER_MPLS,10.45.19.120,SMARTVILLAGE...GZ,XE-1/0/1,10.39.6.73/30,BIG EDGE,GIZA-R40J-GZ-EG,XE-4/0/17,10.39.6.74/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,Uplink
SMRTVLG-R30J-GZ-EG,JUNIPER_MPLS,10.45.19.120,SMARTVILLAGE...GZ,XE-1/0/3,10.39.232.150/30,BIG EDGE,GIZA-R40J-GZ-EG,XE-13/1/18,10.39.232.149/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,Uplink
